id,scientific_field,science_field_label,degree,birth_country,study_country,study_country2,study_country3,work_country,work_country2,work_country3,current_country,student,doctoral_student,postdoc,professor,scientific_researcher,industrial_researcher,no_research,other_work,age,cultural_religion_problem,cultural_clothing_problem,cultural_namechanging_problem,cultural_infrastructure_problem,cultural_others_problem,personal_hormones_problem,personal_lifeplan_problem,personal_responsibilities_problem,personal_pregnancy_problem,personal_others_problem,work_equality_problem,work_unsupported_problem,work_collaborations_problem,work_infrastructure_problem,work_others_problem,technical_ideasharing_problem,technical_appreciation_problem,technical_publications_problem,technical_researcher_problem,technical_others_problem,cultural_any_problem,personal_any_problem,work_any_problem,technical_any_problem,birth_country_germany,birth_country_differs_from_work_or_study,age_regroup,cultural_religion_solved,cultural_clothing_solved,cultural_namechanging_solved,cultural_infrastructure_solved,cultural_others_solved,personal_hormones_solved,personal_lifeplan_solved,personal_responsibilities_solved,personal_pregnancy_solved,personal_others_solved,work_equality_solved,work_unsupported_solved,work_collaborations_solved,work_infrastructure_solved,work_others_solved,technical_ideasharing_solved,technical_appreciation_solved,technical_publications_solved,technical_researcher_solved,technical_others_solved,cultural_religion_description,cultural_religion_description_label,cultural_religion_solution_description,cultural_religion_solution_description_label,cultural_clothing_description,cultural_clothing_description_label,cultural_clothing_solution_description,cultural_clothing_solution_label,cultural_namechanging_description,cultural_namechanging_description_label,cultural_namechanging_solution_description,cultural_namechanging_solution_description_label,cultural_infrastructure_description,cultural_infrastructure_description_label,cultural_infrastructure_solution_description,cultural_infrastructure_solution_description_label,cultural_others_description,cultural_others_description_label,cultural_others_solution_description,cultural_others_solution_description_label,work_equality,label,work_equality_solution,label_1,work_unsupported,label_2,work_unsupported_solution,label_3,work_collaborations,label_4,work_collaborations_solution,label_5,work_infrastructure,label_6,work_infrastructure_solution,label_7,work_others,label_8,work_others_solution,label_9,technical_ideasharing,label_technical,technical_ideasharing_solution,label_1_technical,technical_appreciation,label_2_technical,technical_appreciation_solution,label_3_technical,technical_publications,label_4_technical,technical_publications_solution,label_5_technical,technical_researcher,label_6_technical,technical_researcher_solution,label_7_technical,technical_others,label_8_technical,technical_others_solution,label_9_technical
109,materials science,,PhD,Germany,Germany,Italy,Germany,Germany,Germany,Germany,Germany,No,No,No,Yes,No,No,No,,>40,No,Yes,No,Yes,No,Yes,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,>40,,Yes/Kind of,,Yes/Kind of,,No,,No,,,,,,Yes/Kind of,,,,,,Yes/Kind of,,,,,"Clothing conventions make you feel comfortable in a group. Coming from a girl's school, it took me some time to realizem, that clothing did not matter at all in my physics studies. Nor in negative nor in positive ways: self-tailored nice garment was not even noticed. After short disappointment I learnt to appreciate that freedom. Switching to engineering changed the situation entirely: suddenly formal clothes were required at least during exams. The first fees as a young scientists I spent on buying white blouses. The first years at congresses and business meetings, the male attendees seemed to dress quite uniformly. As one of the few women at these events I searched for role models ""what to wear"". Most of the few female material scientists did not wear typical business attire, but practical and very individual stiles. That enouraged me to dress in my own colors, in my own preferred stile: My difficulties were self-made. Being one of the few women made me free of conventions.",conventions,see above: Decision not to follow conventions,strengthen_self_esteem,,,,,Some equipment in labs is not designed for short people,not_suitable_equipment,"Ask for help, buy a footstool, assemble a diverse group of people",workaround,,,,,,,,,,,,,,,,,"see above: Equimpent with too high windows, handles,...",Not_suitable_equipment ,"see above: Footstool, help, diverse group",Help_by_others,,,,,,,,,,,,,,,,,,,,,Womens achievements are not visible if only initials are qouted,Not_only_female,"Giving whole names, wherever it is possible. In public talks, I emphasize womens achievements as examples for successful results.",Work_around/Be_role_model
111,Biology,,PhD,Germany,Germany,,,Germany,,,Germany,No,No,No,No,Yes,No,No,,30-40,No,Yes,No,Yes,No,No,Yes,No,No,No,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,30-40,,Yes/Kind of,,No,,,Yes/Kind of,,No,,,No,No,,,Yes/Kind of,No,Yes/Kind of,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,Signal processing,,Master,Russia,Germany,Russia,,Germany,Russia,,Germany,No,Yes,No,No,Yes,No,No,,26-30,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,20-30,,,,,,,Yes/Kind of,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,Engineering - Biomechatronics,,Master,Germany,Germany,,,Germany,,,Germany,No,Yes,No,No,Yes,No,No,,30-40,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,Yes,30-40,,,,,,,Yes/Kind of,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,Life science,,Master,Germany,Germany,,,,,,Germany,No,Yes,No,No,No,No,No,,26-30,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,Yes,Yes,Yes,20-30,,,,,,,,,,,,,,,,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No answer,,,,No answer,,,,,,,,,,,,,,,
120,Control Engineering,,Master,Australia,Germany,Australia,France,Germany,Australia,,Germany,No,Yes,No,No,No,No,No,,26-30,No,No,No,No,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,20-30,,,,,No,No,No,,No,,No,No,No,No,,,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,Electrical Engineering,,PhD,Spain,Spain,Germany,,Germany,,,Germany,No,No,Yes,No,No,No,No,,26-30,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,20-30,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,Media and Communication,,Master,Indonesia,Germany,Indonesia,,Germany,Indonesia,,Germany,No,Yes,No,No,Yes,No,No,,30-40,No,No,No,No,Yes,No,No,Yes,No,Yes,No,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Yes,No,Yes,30-40,,,,,Yes/Kind of,,,No,,No,,,,,No,No,,,,,,,,,,,,,,,,,,,,,"To understand the sctandard and tradition of how to research in Germany. It is quite a challange how to be able to communicate with German collagues and prof. appropriately since there are so many cultural differences. E.g.: My Prof. think thy when I write an email,... I  did not go directly to the point. Meanwhile, in my culture, it is  unpolite to be so direct.",not_only_female,"I explain the cultural dimension in my country, we discuss and I try to follow  the German culture and be direct. Menahwile, my prof also try to understand  the way I comunicate and structure my thought within the framework of my cultural background.",workaround ,,,,,,,,,,,,,,,,,Short term working contract at the university is stressfull (no clear perspective) ,Work_conditions,,,Everybody are bussy and my profs supervised many doctoral students. So he hast to share his resources. ,Not_only_female,,,,,,,,,,,,,,,,,,
127,Economics,,Master,Germany,Germany,,,Austria,Germany,,Germany,No,Yes,No,No,No,No,No,,30-40,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,30-40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,stem,,Master,Germany,Germany,,,,,,Germany,No,Yes,No,No,No,No,No,,30-40,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,Yes,No,Yes,Yes,30-40,,,,,Yes/Kind of,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,material science ,,Diploma,Germany,Germany,,,germany ,,,Germany,No,Yes,No,No,No,No,No,,26-30,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,Yes,20-30,,,,,,Yes/Kind of,Yes/Kind of,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,materials science,,Master,Germany,Germany,,,Germany,Liechtenstein,,Germany,No,Yes,No,No,Yes,No,No,,26-30,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,Yes,20-30,,,,,,,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,Wind energy,,PhD,Germany,Germany,Sweden,,Germany,Netherlands,,Germany,No,No,No,No,Yes,No,No,,30-40,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,30-40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,Construction Management,,Master,Germany,Germany,,,Germany,,,Germany,No,Yes,No,No,No,No,No,,26-30,No,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,Yes,No,No,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,20-30,,No,,No,,,No,No,No,,,,No,,,,No,,No,,,,,,No answer,,,,,,,,No answer,,,,,,,,,,,,,,,,No answer,,,,,,,,,,,,,,,,No answer,,,,,,,,No answer,,,,,,,
145,engineering,,Master,India,India,Singapore,Germany,Germany,Singapore,India,Germany,No,Yes,No,No,Yes,No,No,,26-30,No,Yes,Yes,No,No,Yes,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,Yes,20-30,,No,No,,,No,Yes/Kind of,,No,,,Yes/Kind of,,,,,,,,,,,,,It is a kind of informal norm to wear trouser and pant. No one in my company ever wear their traditional cloth not even one day. ,cultural_clothing,,,I have no surname. I always have difficulty to explain this. Single name is not enough to identify a person in Germany. ,not_only_female/naming_problem,,,,,,,,,,,,,,,It is really hard to get a research paper and guidance in particular topic. If research paper is free then you can download it but if not then leave it. Same applies of Norms..,Not_suitable_equipment/ supervision,"Whenever I need a norms I just write email to everyone asking for it. If someone have it I get it. 
For research paper there is no solution. Even finding books is also tough. 
There is a rocket chat now by which we can ask specific question to the group.",Help_by_others/ No_solution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,Biosystems Engineering,,Others,Germany,Germany,,,Germany,,,Germany,Yes,No,No,No,No,No,No,,20-25,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,Yes,20-30,,,,,,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,Engineering,,Diploma,Germany,Germany,France,Switzerland,Germany,,,Germany,No,No,No,No,Yes,No,No,,30-40,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,Yes,No,Yes,Yes,30-40,,,,,,Yes/Kind of,,No,,,,,,,Yes/Kind of,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"During my pregancy I was not sure, if I could go into all laboratories or if there were dangerous materials stored or had been used inside",pregnancy,,,,,,,,,,,,,,,,,,,,,,
158,"Management, Social Studies",,PhD,Germany,Germany,,,Germany,,,Germany,No,Yes,Yes,No,No,No,No,,30-40,No,No,Yes,Yes,No,No,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,30-40,,,,Yes/Kind of,,,No,No,Yes/Kind of,,,,,No,Yes/Kind of,No,,,,,,,,,,,,,,,,,No answer,naming_problem,"Constant communication about who I am, being the person that run under a different name before.",workaround,,,,,,,,,,,,,,,,,"lack of information on how to establish internatonal cooperation, short term stay aborad with small children",Internationally/childcare/Parenting,,,"corona: work from home is the insitutional agenda, however postal messages and forms are not forwarded. 
difficulty when onboarding that the new university and research institute: mobile onboarding covers administration but not and ""explanation"" about administrative ways and organizational culture.",Not_suitable_equipment,,,difficulty to attend conferences when parenting,Parenting,,,,,,,,,,,,,,,,,,
159,Geographic Information Science / Geocomputation / Geoinformatics,,PhD,Austria,Germany,Austria,U.S.A,Germany,Austria,Switzerland,Germany,No,No,No,Yes,No,No,No,,>40,No,No,No,No,Yes,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,No,Yes,Yes,No,Yes,No,Yes,>40,,,,,Yes/Kind of,,No,Yes/Kind of,Yes/Kind of,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,Mechanical Engineering,,Master,Germany,Germany,Singapore,,Germany,,,Germany,No,Yes,No,No,No,No,No,,26-30,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,Yes,Yes,20-30,,,,,,,,,,,,,,,,,Yes/Kind of,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yes, as they seem more intelligent and competent.",Expertise_perception,Show that every one should be rated according to his/her qualification.,Be_role_model,,,,,,,,,,,,
164,MINT,,Master,Germany,Germany,,,Germany,,,Germany,No,Yes,No,No,No,No,No,,26-30,No,No,No,No,No,No,Yes,No,No,No,Yes,Yes,No,Yes,No,No,No,No,No,No,No,Yes,Yes,No,Yes,Yes,20-30,,,,,,,No,,No,,No,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,social science - educational research,,PhD,Germany,Germany,,,Germany,Greece,,Germany,No,No,Yes,No,Yes,No,No,,30-40,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,30-40,,No,No,Yes/Kind of,,,No,No,No,,No,No,No,,,No,No,No,No,,,,,,"Bei einem wissenschaftlichen Vortrag trug ich ein gebl�mtes Kleid und eine Flechtfrisur. Ich hatte den Eindruck, dass meine haupts�chlich mannlichen Kollegen �berkritische Fragen stellten, die zudem erkennen lie�en, dass sie dem Vortrag nur teilweise gefolgt waren. Ein Kollege merkte danach an, ich h�tte wie eine Grundschullehrerin gewirkt. Vier Wochen sp�ter hielt ich denselben Vortrag und trug einen schwarzen Anzug und eine wei�e Bluse vor einem �hnlichen Publikum. Die R�ckmeldungen zum Vortrag waren deutlich positiver und interessierter.",cultural_clothing/conventions/expertise_perception,,,"Ich habe bei der Hochzeit meinen Namen nicht ge�ndert, weil ich Angst hatte, dass man meine Ver�ffentlichungen dann nicht mehr auf meine Autorinnenschaft beziehen kann. Das habe ich nachtr�glich ein wenig bereut.",naming_problem ,,,No answer,,Universit�tswechsel,change_workplace,,,,,No answer,,,,No answer,,,,"In der Zusammenarbeit mit M�nners herrscht eine deutlich agressiver Umganston. Das schreckt mich oft ab, mit ihnen zusammenarbeiten zu wollen.",Men_promote_men,,,,,,,,,,,No answer,,,,No answer,,,,No answer,,,,No answer,,,,,,,
168,biomedicine,,Others,Germany,Germany,,,Germany,,,Germany,No,No,No,Yes,No,No,No,,>40,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,>40,,,,,No,,,No,,,,,,,No,,,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174,Medical technology,,Master,Germany,Germany,Sweden,,Germany,,,Germany,No,No,No,No,Yes,No,No,,26-30,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,Yes,20-30,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,Pedagogics,,Diploma,Germany,Germany,USA,,Germany,,,Germany,No,Yes,No,No,No,No,No,,30-40,No,No,No,No,No,No,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,No,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Yes,30-40,,,,,,,No,No,No,No,,,No,No,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178,Finance,,Master,Germany,Germany,Switzerland ,Italy,Germany ,,,Germany,No,Yes,No,No,No,No,No,,20-25,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,Yes,Yes,20-30,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No answer,,,,,,,,,,,,,,,
179,Math,,PhD,Germany,Germany,,,Germany,,,Germany,No,No,No,Yes,No,No,No,,>40,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,>40,,,,No,,,No,,,,,,,No,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181,Education,,PhD,Germany,Germany,Switzerland,USA,Germany,Switzerland,,Germany,No,No,No,Yes,No,No,No,,30-40,No,No,Yes,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,30-40,,,Yes/Kind of,,,,,Yes/Kind of,Yes/Kind of,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185,Architecture and Planning,,Diploma,Spain,Spain,Italy,India,Spain,Germany,India,Germany,No,No,No,No,No,No,No,Akademischer Mitarbeiterin,30-40,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,No,No,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,30-40,,No,,Yes/Kind of,No,Yes/Kind of,No,No,No,,,No,No,,,,No,,,No,,,,,"In Spain and Italy clothing being a woman can be misunderstood. In certain circles it is stressful to decide what to wear to not be judge from others. This can make you feel uncomfortable and insecure in your work. 
In India, basically you have to adapt to their cultural rules even if you don't agree. 
In Germany this aspect has been easier than in other countries. I had felt more freedom. ",conventions/cultural_clothing,,,,,,,"Faculties of architecture are changing a lot in the last years in terms of women presence. In the past it was fundamentally a men career, now it is the opposite. In that sense, normally, the University is not adapted to certain needs we have: security in the night, good toilets infrastructure, flexibility for mothers and future mothers. ",no_safety/work_conditions/not_suitable_equipment,"Adapting to what is there
Discussing the problem with others
Proposing ideas 
Complaining in certain situations",no_solution/help_others/complain,Communication: In one hand because language itself is sometimes men chauvinist.  Then because men always speak more in public events and are less inclusive than women. ,male_communication/visibility,,,,,,,Still we are afraid to address certain topics in a bottom up process. We need a topdown compromise. Culture is behind in that aspect. ,Self_confidenc,,,"I had fantastic and horrible experiences both with women and men but I would like to highlight that as architecture and planning in the precedent generation of mine was mainly a men discipline, sometimes I feel in minority in certain activities. From this minority is more difficult to empower.",Men_promote_men,,,,,,,,,,,,,,,Sometimes this happens but for the issue I mentioned before of being in minority. ,Men_promote_men,,,,,,,,,,,"If you see architectural couples working together, normally the men is a PhD and the woman no. Research needs time and concentration and it is difficult the conciliation with family. ",Not_connected,,
189,cancer research,,Master,Germany,Germany,,,Germany,,,Germany,No,Yes,No,No,No,No,No,,30-40,No,No,Yes,Yes,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,Yes,Yes,30-40,,,No,No,,,Yes/Kind of,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191,Material and Engineering Science,,PhD,Ukraine,Ukraine,,,Germany,Ukraine,,Germany,No,No,Yes,No,Yes,No,No,,30-40,No,No,Yes,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,30-40,,,Yes/Kind of,,,,Yes/Kind of,,,,,No,,,,,,No,,,,,,,,,,,Name translation and adaptation to another language,naming_problem/not_only_female,Simplification of the name writing,solution,,,,,,,,,,,,,Not so much promotion for the foreign scientists,Not_only_female/ Discrimination/Internationally,,,,,,,,,,,,,,,,,,,,,,,"It was hierarchical issue, not because of gender.",Not_only_female,,,,,,,,,,
208,Educational psychology,,PhD,Germany,Germany,,,Germany,,,Germany,No,No,No,No,Yes,No,No,Schulpsychologin (50%),>40,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,>40,,,,,,,Yes/Kind of,,,,,,,,Yes/Kind of,,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Keine Unterst�tzung meiner Forschungsthemen,supervision,,,,,,,Yes.,,,,Yes,,,,,,,,,,,
209,Glass technology,,Master,Germany,Germany,,,Germany,,,Germany,No,Yes,No,No,Yes,No,No,,26-30,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,Yes,20-30,,,,,,,Yes/Kind of,,Yes/Kind of,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
216,I am just taking a look at the questionnaire,,Bachelor,Germany,Germany,,,Germany,,,Germany,Yes,No,No,No,No,No,No,,20-25,No,Yes,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,20-30,,No,,,,No,,,,,No,,,,,No,,,,,,,,,No answer - I am just taking a look at the survey,,,,,,,,,,,,,,,,No answer,,,,,,,,,,,,,,,,,,,,No answer,,,,,,,,,,,,,,,,,,,
219,Mathematics Education,,PhD,Germany,Germany,,,Germany,,,Germany,No,No,No,Yes,No,No,No,,>40,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,>40,,,,,No,No,No,Yes/Kind of,No,,,No,No,,No,,No,No,No,,,,,,,,,,,,,,,,,,No answer,,,,,,,,No answer,,,,No answer,,,,,,,,No answer,,,,,,,,No answer,,,,No answer,,,,No answer,,,,,,,
228,Mathematik,,Master,Palestine,,Germany,Germany,Germany,Germany,Germany,Germany,No,Yes,No,No,No,No,No,,30-40,Yes,Yes,No,No,No,Yes,No,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,30-40,No,No,,,,No,,No,No,,No,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
229,Ecology,,Master,Germany,Germany,Sweden,,Germany,Sweden,,Germany,No,Yes,No,No,No,No,No,,26-30,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,Yes,Yes,Yes,20-30,,,,,,No,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
